Identifier,Name,Pitch,Set,Set number,Edition,Foiling,Treatment,Have,Want in trade,Want to buy,Extra for trade,Extra to sell
"amplify-the-arknight-blue","Amplify the Arknight","Blue","Arcane Rising","ARC096",Unlimited,Rainbow,,0,,,0,
"amplify-the-arknight-blue","Amplify the Arknight","Blue","Arcane Rising","ARC096",First,,,,,,,
"amplify-the-arknight-blue","Amplify the Arknight","Blue","Arcane Rising","ARC096",First,Rainbow,,,,,,
"amplifying-arrow-yellow","Amplifying Arrow","Yellow","Outsiders","OUT100",,,,0,,,0,
"amplifying-arrow-yellow","Amplifying Arrow","Yellow","Outsiders","OUT100",,Rainbow,,1,,,0,
"amulet-of-assertiveness-yellow","Amulet of Assertiveness","Yellow","Everfest","EVR176",First,,,3,,,0,
"amulet-of-assertiveness-yellow","Amulet of Assertiveness","Yellow","Everfest","EVR176",First,Cold,,0,,,0,
"amulet-of-earth-blue","Amulet of Earth","Blue","Tales of Aria","ELE143",Unlimited,,,5,,,3,
"amulet-of-earth-blue","Amulet of Earth","Blue","Tales of Aria","ELE143",Unlimited,Rainbow,,1,,,0,
"amulet-of-earth-blue","Amulet of Earth","Blue","Tales of Aria","ELE143",First,,,,,,,
"amulet-of-earth-blue","Amulet of Earth","Blue","Tales of Aria","ELE143",First,Rainbow,,,,,,
"amulet-of-earth-blue","Amulet of Earth","Blue","Briar Blitz Deck","BRI026",,,,,,,,
"amulet-of-earth-blue","Amulet of Earth","Blue","Promos","LGS063",,Cold,,,,,,
"amulet-of-echoes-blue","Amulet of Echoes","Blue","Everfest","EVR177",First,,,4,,,1,
"amulet-of-echoes-blue","Amulet of Echoes","Blue","Everfest","EVR177",First,Cold,,0,,,0,
"amulet-of-havencall-blue","Amulet of Havencall","Blue","Everfest","EVR178",First,,,3,,,0,
"amulet-of-havencall-blue","Amulet of Havencall","Blue","Everfest","EVR178",First,Cold,,0,,,0,
"amulet-of-ice-blue","Amulet of Ice","Blue","Armory Deck Origins: Jarl","AJV026",,,,,,,,
"amulet-of-ice-blue","Amulet of Ice","Blue","Tales of Aria","ELE172",Unlimited,,,3,,,1,
"amulet-of-ice-blue","Amulet of Ice","Blue","Tales of Aria","ELE172",Unlimited,Rainbow,,1,,,0,
"amulet-of-ice-blue","Amulet of Ice","Blue","Tales of Aria","ELE172",First,,,,,,,
"amulet-of-ice-blue","Amulet of Ice","Blue","Tales of Aria","ELE172",First,Rainbow,,,,,,
"amulet-of-ice-blue","Amulet of Ice","Blue","Oldhim Blitz Deck","OLD018",,,,,,,,
"amulet-of-ice-blue","Amulet of Ice","Blue","Promos","LGS064",,Cold,,,,,,
"amulet-of-ignition-yellow","Amulet of Ignition","Yellow","Everfest","EVR179",First,,,4,,,1,
"amulet-of-ignition-yellow","Amulet of Ignition","Yellow","Everfest","EVR179",First,Cold,,0,,,0,
"amulet-of-intervention-blue","Amulet of Intervention","Blue","Everfest","EVR180",First,,,4,,,2,
"amulet-of-intervention-blue","Amulet of Intervention","Blue","Everfest","EVR180",First,Cold,,1,,,0,
"amulet-of-lightning-blue","Amulet of Lightning","Blue","Tales of Aria","ELE201",Unlimited,,,6,,,3,
"amulet-of-lightning-blue","Amulet of Lightning","Blue","Tales of Aria","ELE201",Unlimited,Rainbow,,0,,,0,
"amulet-of-lightning-blue","Amulet of Lightning","Blue","Tales of Aria","ELE201",First,,,,,,,
"amulet-of-lightning-blue","Amulet of Lightning","Blue","Tales of Aria","ELE201",First,Rainbow,,,,,,
"amulet-of-lightning-blue","Amulet of Lightning","Blue","Lexi Blitz Deck","LXI021",,,,,,,,
"amulet-of-lightning-blue","Amulet of Lightning","Blue","Promos","LGS065",,Cold,,,,,,
"amulet-of-oblation-blue","Amulet of Oblation","Blue","Everfest","EVR181",First,,,3,,,0,
"amulet-of-oblation-blue","Amulet of Oblation","Blue","Everfest","EVR181",First,Cold,,0,,,0,
"anaphylactic-shock-blue","Anaphylactic Shock","Blue","The Hunted","HNT016",,,,1,,,0,
"anaphylactic-shock-blue","Anaphylactic Shock","Blue","The Hunted","HNT016",,Rainbow,,0,,,0,
"anaphylactic-shock-blue","Anaphylactic Shock","Blue","The Hunted","HNT016",,Rainbow,Extended Art,,,,,
"ancestral-empowerment-red","Ancestral Empowerment","Red","History Pack 1","1HP103",,,,0,,,,
"ancestral-empowerment-red","Ancestral Empowerment","Red","Welcome to Rathe","WTR082",Unlimited,,,3,,,0,
"ancestral-empowerment-red","Ancestral Empowerment","Red","Welcome to Rathe","WTR082",Unlimited,Rainbow,,0,,,0,
"ancestral-empowerment-red","Ancestral Empowerment","Red","Welcome to Rathe","WTR082",Alpha,,,,,,,
"ancestral-empowerment-red","Ancestral Empowerment","Red","Welcome to Rathe","WTR082",Alpha,Rainbow,,,,,,
"ancestral-harmony-blue","Ancestral Harmony","Blue","Heavy Hitters","HVY247",,,,1,,,0,
"ancestral-harmony-blue","Ancestral Harmony","Blue","Heavy Hitters","HVY247",,Rainbow,,0,,,0,
"and-again-blue","And Again...","Blue","Mastery Pack: Warrior","MPW028",,,,,,,,
"and-again-blue","And Again...","Blue","Mastery Pack: Warrior","MPW028",,Rainbow,Extended Art,,,,,
"angelic-attendant-yellow","Angelic Attendant","Yellow","Super Slam","SUP265",,,,3,,,0,
"angelic-attendant-yellow","Angelic Attendant","Yellow","Super Slam","SUP265",,Cold,Extended Art,,,,,
"angelic-descent-red","Angelic Descent","Red","Dusk till Dawn","DTD032",,,,10,,,9,
"angelic-descent-red","Angelic Descent","Red","Dusk till Dawn","DTD032",,Rainbow,,2,,,0,
"angelic-descent-yellow","Angelic Descent","Yellow","Dusk till Dawn","DTD033",,,,10,,,8,
"angelic-descent-yellow","Angelic Descent","Yellow","Dusk till Dawn","DTD033",,Rainbow,,1,,,0,
"angelic-descent-blue","Angelic Descent","Blue","Dusk till Dawn","DTD034",,,,11,,,11,
"angelic-descent-blue","Angelic Descent","Blue","Dusk till Dawn","DTD034",,Rainbow,,4,,,1,
"angelic-wrath-red","Angelic Wrath","Red","Dusk till Dawn","DTD035",,,,12,,,10,
"angelic-wrath-red","Angelic Wrath","Red","Dusk till Dawn","DTD035",,Rainbow,,1,,,0,
"angelic-wrath-red","Angelic Wrath","Red","Promos","LGS161",,Rainbow,Extended Art,,,,,
"angelic-wrath-yellow","Angelic Wrath","Yellow","Dusk till Dawn","DTD036",,,,14,,,11,
"angelic-wrath-yellow","Angelic Wrath","Yellow","Dusk till Dawn","DTD036",,Rainbow,,0,,,0,
"angelic-wrath-yellow","Angelic Wrath","Yellow","Promos","LGS162",,Rainbow,Extended Art,2,,,1,
"angelic-wrath-blue","Angelic Wrath","Blue","Prism Silver Age Deck","SAT032",,,,,,,,
"angelic-wrath-blue","Angelic Wrath","Blue","Dusk till Dawn","DTD037",,,,10,,,8,
"angelic-wrath-blue","Angelic Wrath","Blue","Dusk till Dawn","DTD037",,Rainbow,,1,,,0,
"angelic-wrath-blue","Angelic Wrath","Blue","Promos","LGS163",,Rainbow,Extended Art,,,,,
"angry-bones-red","Angry Bones","Red","High Seas","SEA062",,,,7,,,7,
"angry-bones-red","Angry Bones","Red","High Seas","SEA062",,Rainbow,,3,,,0,
"angry-bones-yellow","Angry Bones","Yellow","High Seas","SEA063",,,,7,,,5,
"angry-bones-yellow","Angry Bones","Yellow","High Seas","SEA063",,Rainbow,,1,,,0,
"angry-bones-blue","Angry Bones","Blue","High Seas","SEA064",,,,13,,,10,
"angry-bones-blue","Angry Bones","Blue","High Seas","SEA064",,Rainbow,,0,,,0,
"anka-drag-under-yellow","Anka, Drag Under","Yellow","High Seas","SEA262",,Cold,Full Art,,,,,
"anka-drag-under-yellow","Anka, Drag Under","Yellow","Armory Deck: Gravy Bones","AGB014",,,,3,,,0,
"annals-of-sutcliffe","Annals of Sutcliffe","","Dynasty","DYN172",,,,1,,,0,
"annals-of-sutcliffe","Annals of Sutcliffe","","Dynasty","DYN172",,Cold,,0,,,0,
"annals-of-sutcliffe","Annals of Sutcliffe","","Dynasty","DYN172",,Rainbow,,0,,,0,
"annexation-of-all-things-known-yellow","Annexation of All Things Known","Yellow","Mastery Pack: Guardian","MPG029",,,,3,,,0,
"annexation-of-all-things-known-yellow","Annexation of All Things Known","Yellow","Mastery Pack: Guardian","MPG029",,Rainbow,Extended Art,,,,,
"annexation-of-grandeur-yellow","Annexation of Grandeur","Yellow","Mastery Pack: Guardian","MPG030",,,,3,,,0,
"annexation-of-grandeur-yellow","Annexation of Grandeur","Yellow","Mastery Pack: Guardian","MPG030",,Rainbow,Extended Art,,,,,
"annexation-of-the-forge-yellow","Annexation of the Forge","Yellow","Mastery Pack: Guardian","MPG031",,,,3,,,0,
"annexation-of-the-forge-yellow","Annexation of the Forge","Yellow","Mastery Pack: Guardian","MPG031",,Rainbow,Extended Art,,,,,
"annihilate-the-armed-red","Annihilate the Armed","Red","Arakni Hunted Blitz Deck","ARK008",,,,,,,,
"annihilate-the-armed-red","Annihilate the Armed","Red","Dynasty","DYN133",,,,4,,,1,
"annihilate-the-armed-red","Annihilate the Armed","Red","Dynasty","DYN133",,Rainbow,,0,,,0,
"annihilate-the-armed-yellow","Annihilate the Armed","Yellow","Dynasty","DYN134",,,,3,,,0,
"annihilate-the-armed-yellow","Annihilate the Armed","Yellow","Dynasty","DYN134",,Rainbow,,0,,,0,
"annihilate-the-armed-blue","Annihilate the Armed","Blue","Arakni Hunted Blitz Deck","ARK019",,,,,,,,
"annihilate-the-armed-blue","Annihilate the Armed","Blue","Dynasty","DYN135",,,,3,,,0,
"annihilate-the-armed-blue","Annihilate the Armed","Blue","Dynasty","DYN135",,Rainbow,,0,,,0,
"annihilator-engine-red","Annihilator Engine","Red","Bright Lights","EVO054",,,,3,,,0,
"annihilator-engine-red","Annihilator Engine","Red","Bright Lights","EVO054",,Rainbow,,0,,,0,
"annihilator-engine-red","Annihilator Engine","Red","Bright Lights","EVO054",,Rainbow,Extended Art,0,,,0,
"anothos","Anothos","","History Pack 1","1HP045",,,,1,,,1,
"anothos","Anothos","","Crucible of War","CRU023",Unlimited,Rainbow,,0,,,,
"anothos","Anothos","","Crucible of War","CRU023",First,,,,,,,
"anothos","Anothos","","Welcome to Rathe","WTR040",Unlimited,,,1,,,0,
"anothos","Anothos","","Welcome to Rathe","WTR040",Alpha,,,,,,,
"anothos","Anothos","","Bravo Hero Deck","BVO003",,,,,,,,
"anothos","Anothos","","Promos","XXX006",,,,,,,,
"anothos","Anothos","","Promos","FAB061",,Gold,,,,,,
"anothos","Anothos","","Promos","LGS002",,Cold,,,,,,
"anthem-of-spring-blue","Anthem of Spring","Blue","Dusk till Dawn","DTD196",,,,2,,,0,
"anthem-of-spring-blue","Anthem of Spring","Blue","Dusk till Dawn","DTD196",,Rainbow,,1,,,0,
"anticipating-gaze","Anticipating Gaze","","Armory Deck Origins: Hala","AHA003",,Rainbow,,,,,,
"apex-bonebreaker","Apex Bonebreaker","","Heavy Hitters","HVY008",,Cold,,0,,,,
"apex-bonebreaker","Apex Bonebreaker","","Heavy Hitters","HVY008",,Rainbow,,0,,,,
"apex-bonebreaker","Apex Bonebreaker","","Promos","FAB179",,Gold,,,,,,
"aphrodias","Aphrodias","","Armory Deck: Zyggy","AZS002",,Rainbow,,,,,,
"aphrodias","Aphrodias","","Omens of the Third Age","OMN003",,,,8,,,7,
"aphrodias","Aphrodias","","GEM","GEM142",,Cold,,,,,,
"apocalypse-automaton-red","Apocalypse Automaton","Red","Round the Table: TCC x LSS","TCC011",,,,,,,,
"apocalypse-automaton-red","Apocalypse Automaton","Red","Promos","FAB175",,Cold,Extended Art,,,,,
"appalling-bearers","Appalling Bearers","","Usurp the Shadow Throne","IAR056",,,,,,,,
"appalling-bearers","Appalling Bearers","","Usurp the Shadow Throne","IAR056",,Cold,Extended Art,,,,,
"aqua-laps","Aqua Laps","","Part the Mistveil","MST070",,,,6,,,5,
"aqua-laps","Aqua Laps","","Part the Mistveil","MST070",,Cold,,0,,,0,
"aqua-laps","Aqua Laps","","Promos","LGS277",,Rainbow,,,,,,
"aqua-seeing-shell","Aqua Seeing Shell","","Part the Mistveil","MST067",,,,8,,,8,
"aqua-seeing-shell","Aqua Seeing Shell","","Part the Mistveil","MST067",,Cold,,1,,,0,
"aqua-seeing-shell","Aqua Seeing Shell","","Nuu Blitz Deck","NUU003",,,,,,,,
"aqua-seeing-shell","Aqua Seeing Shell","","Promos","LGS274",,Rainbow,,,,,,
"arakni","Arakni","","The Hunted","HNT264",,Cold,,,,,,
"arakni","Arakni","","The Hunted","HNT264",,Cold,Full Art,,,,,
"arakni","Arakni","","Arakni Hunted Blitz Deck","ARK001",,,,,,,,
"arakni","Arakni","","Dynasty","DYN114",,,,2,,,2,
"arakni","Arakni","","Dynasty","DYN114",,Rainbow,,1,,,0,
"arakni","Arakni","","Promos","HER073",,Cold,,,,,,
"arakni-5lp3d-7hru-7h3-cr4x","Arakni, 5L!p3d 7hRu 7h3 cR4X","","Armory Deck: Arakni","AAC001",,,,,,,,
"arakni-5lp3d-7hru-7h3-cr4x","Arakni, 5L!p3d 7hRu 7h3 cR4X","","The Hunted","HNT261",,Cold,Full Art,,,,,
"arakni-5lp3d-7hru-7h3-cr4x","Arakni, 5L!p3d 7hRu 7h3 cR4X","","The Hunted","HNT261",,Cold,Full Art,,,,,
"arakni-5lp3d-7hru-7h3-cr4x","Arakni, 5L!p3d 7hRu 7h3 cR4X","","Promos","WIN042",,Cold,,,,,,
"arakni-5lp3d-7hru-7h3-cr4x","Arakni, 5L!p3d 7hRu 7h3 cR4X","","Promos","HER131",,Rainbow,,,,,,
"arakni-5lp3d-7hru-7h3-cr4x","Arakni, 5L!p3d 7hRu 7h3 cR4X","","Promos","HER130",,Cold,Extended Art,,,,,
"arakni-black-widow","Arakni, Black Widow","","Arakni Silver Age Deck","SAR034",,,,,,,,
"arakni-black-widow","Arakni, Black Widow","","The Hunted","HNT003",,,,1,,,0,
"arakni-black-widow","Arakni, Black Widow","","The Hunted","HNT003",,Cold,Full Art,0,,,0,
"arakni-black-widow","Arakni, Black Widow","","The Hunted","HNT003",,Cold,Full Art,,,,,
"arakni-black-widow","Arakni, Black Widow","","Arakni, Web of Deceit Blitz Deck","WOD027",,,,,,,,
"arakni-black-widow","Arakni, Black Widow","","Promos","LGS376",,Rainbow,Extended Art,,,,,
"arakni-funnel-web","Arakni, Funnel Web","","Arakni Silver Age Deck","SAR035",,,,,,,,
"arakni-funnel-web","Arakni, Funnel Web","","The Hunted","HNT004",,,,1,,,0,
"arakni-funnel-web","Arakni, Funnel Web","","The Hunted","HNT004",,Cold,Full Art,0,,,0,
"arakni-funnel-web","Arakni, Funnel Web","","The Hunted","HNT004",,Cold,Full Art,,,,,
"arakni-funnel-web","Arakni, Funnel Web","","Arakni, Web of Deceit Blitz Deck","WOD028",,,,,,,,
"arakni-funnel-web","Arakni, Funnel Web","","Promos","LGS377",,Rainbow,Extended Art,,,,,
"arakni-huntsman","Arakni, Huntsman","","The Hunted","HNT263",,Cold,,,,,,
"arakni-huntsman","Arakni, Huntsman","","The Hunted","HNT263",,Cold,Full Art,,,,,
"arakni-huntsman","Arakni, Huntsman","","Dynasty","DYN113",,,,1,,,0,
"arakni-huntsman","Arakni, Huntsman","","Dynasty","DYN113",,Rainbow,,0,,,0,
"arakni-huntsman","Arakni, Huntsman","","Promos","HER074",,Cold,,,,,,
"arakni-huntsman","Arakni, Huntsman","","Promos","WIN020",,Cold,,,,,,
"arakni-marionette","Arakni, Marionette","","The Hunted","HNT001",,,,2,,,1,
"arakni-marionette","Arakni, Marionette","","The Hunted","HNT001",,Cold,Full Art,0,,,0,
"arakni-marionette","Arakni, Marionette","","The Hunted","HNT001",,Cold,Full Art,,,,,
"arakni-marionette","Arakni, Marionette","","Promos","WIN043",,Cold,,,,,,
"arakni-marionette","Arakni, Marionette","","Promos","HER132",,Rainbow,,,,,,
"arakni-orb-weaver","Arakni, Orb-Weaver","","Arakni Silver Age Deck","SAR036",,,,,,,,
"arakni-orb-weaver","Arakni, Orb-Weaver","","The Hunted","HNT005",,,,1,,,0,
"arakni-orb-weaver","Arakni, Orb-Weaver","","The Hunted","HNT005",,Cold,Full Art,0,,,0,
"arakni-orb-weaver","Arakni, Orb-Weaver","","The Hunted","HNT005",,Cold,Full Art,,,,,
"arakni-orb-weaver","Arakni, Orb-Weaver","","Arakni, Web of Deceit Blitz Deck","WOD029",,,,,,,,
"arakni-orb-weaver","Arakni, Orb-Weaver","","Promos","LGS378",,Rainbow,Extended Art,,,,,
"arakni-redback","Arakni, Redback","","Arakni Silver Age Deck","SAR037",,,,,,,,
"arakni-redback","Arakni, Redback","","The Hunted","HNT006",,,,1,,,0,
"arakni-redback","Arakni, Redback","","The Hunted","HNT006",,Cold,Full Art,0,,,0,
"arakni-redback","Arakni, Redback","","The Hunted","HNT006",,Cold,Full Art,,,,,
"arakni-redback","Arakni, Redback","","Arakni, Web of Deceit Blitz Deck","WOD030",,,,,,,,
"arakni-redback","Arakni, Redback","","Promos","LGS379",,Rainbow,Extended Art,,,,,
"arakni-solitary-confinement","Arakni, Solitary Confinement","","The Hunted","HNT262",,Cold,,,,,,
"arakni-solitary-confinement","Arakni, Solitary Confinement","","The Hunted","HNT262",,Cold,Full Art,,,,,
"arakni-solitary-confinement","Arakni, Solitary Confinement","","Outsiders","OUT003",,,,1,,,0,
"arakni-solitary-confinement","Arakni, Solitary Confinement","","Arakni Blitz Deck","ARA001",,,,,,,,
"arakni-solitary-confinement","Arakni, Solitary Confinement","","Promos","HER079",,Cold,,,,,,
"arakni-solitary-confinement","Arakni, Solitary Confinement","","Promos","HER082",,Rainbow,,,,,,
"arakni-tarantula","Arakni, Tarantula","","Arakni Silver Age Deck","SAR038",,,,,,,,
"arakni-tarantula","Arakni, Tarantula","","The Hunted","HNT007",,,,1,,,0,
"arakni-tarantula","Arakni, Tarantula","","The Hunted","HNT007",,Cold,Full Art,0,,,0,
"arakni-tarantula","Arakni, Tarantula","","The Hunted","HNT007",,Cold,Full Art,,,,,
"arakni-tarantula","Arakni, Tarantula","","Arakni, Web of Deceit Blitz Deck","WOD031",,,,,,,,
"arakni-tarantula","Arakni, Tarantula","","Promos","LGS380",,Rainbow,Extended Art,,,,,
"arakni-trap-door","Arakni, Trap-Door","","Arakni Silver Age Deck","SAR039",,,,,,,,
"arakni-trap-door","Arakni, Trap-Door","","The Hunted","HNT008",,,,1,,,0,
"arakni-trap-door","Arakni, Trap-Door","","The Hunted","HNT008",,Cold,Full Art,0,,,0,
"arakni-trap-door","Arakni, Trap-Door","","The Hunted","HNT008",,Cold,Full Art,,,,,
"arakni-trap-door","Arakni, Trap-Door","","Arakni, Web of Deceit Blitz Deck","WOD032",,,,,,,,
"arakni-trap-door","Arakni, Trap-Door","","Promos","LGS381",,Rainbow,Extended Art,,,,,
"arakni-web-of-deceit","Arakni, Web of Deceit","","Arakni Silver Age Deck","SAR001",,,,,,,,
"arakni-web-of-deceit","Arakni, Web of Deceit","","The Hunted","HNT002",,,,1,,,0,
"arakni-web-of-deceit","Arakni, Web of Deceit","","The Hunted","HNT002",,Cold,Full Art,0,,,0,
"arakni-web-of-deceit","Arakni, Web of Deceit","","The Hunted","HNT002",,Cold,Full Art,,,,,
"arakni-web-of-deceit","Arakni, Web of Deceit","","Arakni, Web of Deceit Blitz Deck","WOD001",,Rainbow,,,,,,
"arc-bending-red","Arc Bending","Red","Compendium of Rathe","PEN202",,,,3,,,0,
"arc-bending-red","Arc Bending","Red","Compendium of Rathe","PEN202",,Rainbow,,0,,,0,
"arc-light-sentinel-yellow","Arc Light Sentinel","Yellow","Armory Deck Legends: Prism","APR016",,,,,,,,
"arc-light-sentinel-yellow","Arc Light Sentinel","Yellow","Monarch","MON005",Unlimited,,,3,,,0,
"arc-light-sentinel-yellow","Arc Light Sentinel","Yellow","Monarch","MON005",Unlimited,Rainbow,,0,,,0,
"arc-light-sentinel-yellow","Arc Light Sentinel","Yellow","Monarch","MON005",First,,,,,,,
"arc-light-sentinel-yellow","Arc Light Sentinel","Yellow","Monarch","MON005",First,Rainbow,,,,,,
"arc-light-sentinel-yellow","Arc Light Sentinel","Yellow","Promos","JDG011",,Cold,,,,,,
"arc-lightning-yellow","Arc Lightning","Yellow","Armory Deck: Aurora","AST022",,,,,,,,
"arc-lightning-yellow","Arc Lightning","Yellow","Rosetta","ROS010",,,,0,,,,
"arc-lightning-yellow","Arc Lightning","Yellow","Rosetta","ROS010",,Rainbow,,0,,,,
"arc-lightning-yellow","Arc Lightning","Yellow","Promos","FAB268",,Rainbow,Extended Art,,,,,
"arc-ramp-red","Arc Ramp","Red","Omens of the Third Age","OMN100",,,,2,,,0,
"arc-ramp-red","Arc Ramp","Red","Omens of the Third Age","OMN100",,Rainbow,,1,,,0,
"arc-ramp-yellow","Arc Ramp","Yellow","Omens of the Third Age","OMN101",,,,3,,,0,
"arc-ramp-yellow","Arc Ramp","Yellow","Omens of the Third Age","OMN101",,Rainbow,,0,,,0,
"arc-ramp-blue","Arc Ramp","Blue","Omens of the Third Age","OMN102",,,,1,,,0,
"arc-ramp-blue","Arc Ramp","Blue","Omens of the Third Age","OMN102",,Rainbow,,0,,,0,
"arcane-compliance-blue","Arcane Compliance","Blue","High Seas","SEA261",,,,0,,,,
"arcane-compliance-blue","Arcane Compliance","Blue","High Seas","SEA261",,Rainbow,,0,,,,
"arcane-cussing-red","Arcane Cussing","Red","Rosetta","ROS152",,,,4,,,2,
"arcane-cussing-red","Arcane Cussing","Red","Rosetta","ROS152",,Rainbow,,1,,,0,
"arcane-cussing-red","Arcane Cussing","Red","Florian Blitz Deck","FLR012",,,Extended Art,,,,,
"arcane-cussing-yellow","Arcane Cussing","Yellow","Rosetta","ROS153",,,,3,,,1,
"arcane-cussing-yellow","Arcane Cussing","Yellow","Rosetta","ROS153",,Rainbow,,1,,,0,
"arcane-cussing-yellow","Arcane Cussing","Yellow","Florian Blitz Deck","FLR018",,,Extended Art,,,,,
"arcane-cussing-blue","Arcane Cussing","Blue","Rosetta","ROS154",,,,6,,,4,
"arcane-cussing-blue","Arcane Cussing","Blue","Rosetta","ROS154",,Rainbow,,1,,,0,
"arcane-cussing-blue","Arcane Cussing","Blue","Florian Blitz Deck","FLR024",,,Extended Art,,,,,
"arcane-lantern","Arcane Lantern","","Lyath Silver Age Deck","SLY003",,,,,,,,
"arcane-lantern","Arcane Lantern","","Everfest","EVR155",First,,,3,,,2,
"arcane-lantern","Arcane Lantern","","Everfest","EVR155",First,Cold,Extended Art,0,,,0,
"arcane-lantern","Arcane Lantern","","Promos","FAB146",,Gold,,,,,,
"arcane-polarity-red","Arcane Polarity","Red","Briar Silver Age Deck","SBA030",,,,,,,,
"arcane-polarity-red","Arcane Polarity","Red","Blaze Silver Age Deck","SBZ020",,,,,,,,
"arcane-polarity-red","Arcane Polarity","Red","Fai Silver Age Deck","SFA028",,,,,,,,
"arcane-polarity-red","Arcane Polarity","Red","Rosetta","ROS231",,,,2,,,0,
"arcane-polarity-red","Arcane Polarity","Red","Rosetta","ROS231",,Rainbow,,1,,,0,
"arcane-polarity-red","Arcane Polarity","Red","Promos","LGS458",,Rainbow,Alternate Art,,,,,
