Identifier,Name,Pitch,Set,Set number,Edition,Foiling,Treatment,Have,Want in trade,Want to buy,Extra for trade,Extra to sell
enigma-chimera-red,Enigma Chimera,Red,Monarch,MON098,Unlimited,,,2,,,,
enigma-chimera-yellow,Enigma Chimera,Yellow,Monarch,MON099,Unlimited,,,4,,,,
enigma-chimera-blue,Enigma Chimera,Blue,Monarch,MON100,Unlimited,,,5,,,,
spears-of-surreality-red,Spears of Surreality,Red,Monarch,MON101,Unlimited,,,6,,,,
spears-of-surreality-yellow,Spears of Surreality,Yellow,Monarch,MON102,Unlimited,,,3,,,,
spears-of-surreality-blue,Spears of Surreality,Blue,Monarch,MON103,Unlimited,,,3,,,,
spectral-shield,Spectral Shield,,Monarch,MON104,Unlimited,,,1,,,,
hatchet-of-body,Hatchet of Body,,Monarch,MON105,Unlimited,,,2,,,,
hatchet-of-mind,Hatchet of Mind,,Monarch,MON106,Unlimited,,,2,,,,
gallantry-gold,Gallantry Gold,,Monarch,MON108,Unlimited,,,5,,,,
gallantry-gold,Gallantry Gold,,Monarch,MON108,Unlimited,Rainbow,,1,,,,
spill-blood-red,Spill Blood,Red,Monarch,MON109,Unlimited,,,2,,,,
dusk-path-pilgrimage-red,Dusk Path Pilgrimage,Red,Monarch,MON110,Unlimited,,,1,,,,
dusk-path-pilgrimage-blue,Dusk Path Pilgrimage,Blue,Monarch,MON112,Unlimited,,,2,,,,
plow-through-red,Plow Through,Red,Monarch,MON113,Unlimited,,,2,,,,
plow-through-yellow,Plow Through,Yellow,Monarch,MON114,Unlimited,,,3,,,,
plow-through-blue,Plow Through,Blue,Monarch,MON115,Unlimited,,,1,,,,
second-swing-red,Second Swing,Red,Monarch,MON116,Unlimited,,,7,,,,
second-swing-yellow,Second Swing,Yellow,Monarch,MON117,Unlimited,,,4,,,,
second-swing-blue,Second Swing,Blue,Monarch,MON118,Unlimited,,,7,,,,
levia-shadowborn-abomination,"Levia, Shadowborn Abomination",,Monarch,MON119,Unlimited,,,1,,,,
levia,Levia,,Monarch,MON120,Unlimited,,,1,,,,
hooves-of-the-shadowbeast,Hooves of the Shadowbeast,,Monarch,MON122,Unlimited,,,4,,,,
endless-maw-red,Endless Maw,Red,Monarch,MON126,Unlimited,,,1,,,,
endless-maw-yellow,Endless Maw,Yellow,Monarch,MON127,Unlimited,,,3,,,,
endless-maw-blue,Endless Maw,Blue,Monarch,MON128,Unlimited,,,2,,,,
writhing-beast-hulk-red,Writhing Beast Hulk,Red,Monarch,MON129,Unlimited,,,2,,,,
writhing-beast-hulk-yellow,Writhing Beast Hulk,Yellow,Monarch,MON130,Unlimited,,,1,,,,
writhing-beast-hulk-blue,Writhing Beast Hulk,Blue,Monarch,MON131,Unlimited,,,3,,,,
writhing-beast-hulk-blue,Writhing Beast Hulk,Blue,Monarch,MON131,Unlimited,Rainbow,,1,,,,
convulsions-from-the-bellows-of-hell-red,Convulsions from the Bellows of Hell,Red,Monarch,MON132,Unlimited,Rainbow,,1,,,,
convulsions-from-the-bellows-of-hell-yellow,Convulsions from the Bellows of Hell,Yellow,Monarch,MON133,Unlimited,Rainbow,,1,,,,
convulsions-from-the-bellows-of-hell-blue,Convulsions from the Bellows of Hell,Blue,Monarch,MON134,Unlimited,Rainbow,,1,,,,
boneyard-marauder-red,Boneyard Marauder,Red,Monarch,MON135,Unlimited,,,4,,,,
boneyard-marauder-yellow,Boneyard Marauder,Yellow,Monarch,MON136,Unlimited,,,3,,,,
boneyard-marauder-blue,Boneyard Marauder,Blue,Monarch,MON137,Unlimited,,,4,,,,
deadwood-rumbler-red,Deadwood Rumbler,Red,Monarch,MON138,Unlimited,,,4,,,,
deadwood-rumbler-yellow,Deadwood Rumbler,Yellow,Monarch,MON139,Unlimited,,,4,,,,
deadwood-rumbler-blue,Deadwood Rumbler,Blue,Monarch,MON140,Unlimited,,,4,,,,
dread-screamer-red,Dread Screamer,Red,Monarch,MON141,Unlimited,,,3,,,,
dread-screamer-yellow,Dread Screamer,Yellow,Monarch,MON142,Unlimited,,,3,,,,
dread-screamer-blue,Dread Screamer,Blue,Monarch,MON143,Unlimited,,,4,,,,
graveling-growl-red,Graveling Growl,Red,Monarch,MON144,Unlimited,,,3,,,,
graveling-growl-yellow,Graveling Growl,Yellow,Monarch,MON145,Unlimited,,,4,,,,
graveling-growl-blue,Graveling Growl,Blue,Monarch,MON146,Unlimited,,,4,,,,
hungering-slaughterbeast-red,Hungering Slaughterbeast,Red,Monarch,MON147,Unlimited,,,3,,,,
hungering-slaughterbeast-yellow,Hungering Slaughterbeast,Yellow,Monarch,MON148,Unlimited,,,6,,,,
hungering-slaughterbeast-blue,Hungering Slaughterbeast,Blue,Monarch,MON149,Unlimited,,,3,,,,
unworldly-bellow-red,Unworldly Bellow,Red,Monarch,MON150,Unlimited,,,4,,,,
unworldly-bellow-yellow,Unworldly Bellow,Yellow,Monarch,MON151,Unlimited,,,4,,,,
unworldly-bellow-yellow,Unworldly Bellow,Yellow,Monarch,MON151,Unlimited,Rainbow,,1,,,,
unworldly-bellow-blue,Unworldly Bellow,Blue,Monarch,MON152,Unlimited,,,2,,,,
chane-bound-by-shadow,"Chane, Bound by Shadow",,Monarch,MON153,Unlimited,,,1,,,,
chane,Chane,,Monarch,MON154,Unlimited,,,1,,,,
galaxxi-black,Galaxxi Black,,Monarch,MON155,Unlimited,,,1,,,,
shadow-of-ursur-blue,Shadow of Ursur,Blue,Monarch,MON156,Unlimited,,,1,,,,
unhallowed-rites-red,Unhallowed Rites,Red,Monarch,MON159,Unlimited,,,2,,,,
unhallowed-rites-yellow,Unhallowed Rites,Yellow,Monarch,MON160,Unlimited,,,3,,,,
unhallowed-rites-blue,Unhallowed Rites,Blue,Monarch,MON161,Unlimited,,,4,,,,
dimenxxional-gateway-red,Dimenxxional Gateway,Red,Monarch,MON162,Unlimited,Rainbow,,1,,,,
dimenxxional-gateway-yellow,Dimenxxional Gateway,Yellow,Monarch,MON163,Unlimited,,,2,,,,
dimenxxional-gateway-blue,Dimenxxional Gateway,Blue,Monarch,MON164,Unlimited,Rainbow,,1,,,,
seeping-shadows-red,Seeping Shadows,Red,Monarch,MON165,Unlimited,Rainbow,,1,,,,
seeping-shadows-yellow,Seeping Shadows,Yellow,Monarch,MON166,Unlimited,,,2,,,,
bounding-demigon-red,Bounding Demigon,Red,Monarch,MON168,Unlimited,,,5,,,,
bounding-demigon-yellow,Bounding Demigon,Yellow,Monarch,MON169,Unlimited,,,4,,,,
bounding-demigon-blue,Bounding Demigon,Blue,Monarch,MON170,Unlimited,,,4,,,,
piercing-shadow-vise-red,Piercing Shadow Vise,Red,Monarch,MON171,Unlimited,,,4,,,,
piercing-shadow-vise-yellow,Piercing Shadow Vise,Yellow,Monarch,MON172,Unlimited,,,6,,,,
piercing-shadow-vise-blue,Piercing Shadow Vise,Blue,Monarch,MON173,Unlimited,,,6,,,,
piercing-shadow-vise-blue,Piercing Shadow Vise,Blue,Monarch,MON173,Unlimited,Rainbow,,1,,,,
rift-bind-red,Rift Bind,Red,Monarch,MON174,Unlimited,,,4,,,,
rift-bind-red,Rift Bind,Red,Monarch,MON174,Unlimited,Rainbow,,1,,,,
rift-bind-yellow,Rift Bind,Yellow,Monarch,MON175,Unlimited,,,4,,,,
rift-bind-yellow,Rift Bind,Yellow,Monarch,MON175,Unlimited,Rainbow,,1,,,,
rift-bind-blue,Rift Bind,Blue,Monarch,MON176,Unlimited,,,4,,,,
rifted-torment-red,Rifted Torment,Red,Monarch,MON177,Unlimited,,,4,,,,
rifted-torment-yellow,Rifted Torment,Yellow,Monarch,MON178,Unlimited,,,6,,,,
rifted-torment-blue,Rifted Torment,Blue,Monarch,MON179,Unlimited,,,3,,,,
rifted-torment-blue,Rifted Torment,Blue,Monarch,MON179,Unlimited,Rainbow,,1,,,,
rip-through-reality-red,Rip Through Reality,Red,Monarch,MON180,Unlimited,,,2,,,,
rip-through-reality-yellow,Rip Through Reality,Yellow,Monarch,MON181,Unlimited,,,5,,,,
rip-through-reality-yellow,Rip Through Reality,Yellow,Monarch,MON181,Unlimited,Rainbow,,1,,,,
rip-through-reality-blue,Rip Through Reality,Blue,Monarch,MON182,Unlimited,,,4,,,,
seeds-of-agony-red,Seeds of Agony,Red,Monarch,MON183,Unlimited,,,3,,,,
seeds-of-agony-red,Seeds of Agony,Red,Monarch,MON183,Unlimited,Rainbow,,1,,,,
seeds-of-agony-yellow,Seeds of Agony,Yellow,Monarch,MON184,Unlimited,,,4,,,,
seeds-of-agony-blue,Seeds of Agony,Blue,Monarch,MON185,Unlimited,,,4,,,,
seeds-of-agony-blue,Seeds of Agony,Blue,Monarch,MON185,Unlimited,Rainbow,,1,,,,
soul-shackle,Soul Shackle,,Monarch,MON186,Unlimited,,,1,,,,
ebon-fold,Ebon Fold,,Monarch,MON188,Unlimited,,,5,,,,
mutated-mass-blue,Mutated Mass,Blue,Monarch,MON191,Unlimited,,,1,,,,
guardian-of-the-shadowrealm-red,Guardian of the Shadowrealm,Red,Monarch,MON192,Unlimited,,,1,,,,
tome-of-torment-red,Tome of Torment,Red,Monarch,MON194,Unlimited,,,1,,,,
consuming-aftermath-red,Consuming Aftermath,Red,Monarch,MON195,Unlimited,,,1,,,,
consuming-aftermath-blue,Consuming Aftermath,Blue,Monarch,MON197,Unlimited,,,2,,,,
soul-harvest-blue,Soul Harvest,Blue,Monarch,MON198,Unlimited,,,3,,,,
soul-reaping-red,Soul Reaping,Red,Monarch,MON199,Unlimited,,,2,,,,
howl-from-beyond-red,Howl From Beyond,Red,Monarch,MON200,Unlimited,,,2,,,,
howl-from-beyond-yellow,Howl From Beyond,Yellow,Monarch,MON201,Unlimited,,,2,,,,
howl-from-beyond-blue,Howl From Beyond,Blue,Monarch,MON202,Unlimited,,,3,,,,
ghostly-visit-red,Ghostly Visit,Red,Monarch,MON203,Unlimited,,,4,,,,
ghostly-visit-red,Ghostly Visit,Red,Monarch,MON203,Unlimited,Rainbow,,1,,,,
ghostly-visit-yellow,Ghostly Visit,Yellow,Monarch,MON204,Unlimited,,,6,,,,
ghostly-visit-yellow,Ghostly Visit,Yellow,Monarch,MON204,Unlimited,Rainbow,,1,,,,
ghostly-visit-blue,Ghostly Visit,Blue,Monarch,MON205,Unlimited,,,4,,,,
lunartide-plunderer-red,Lunartide Plunderer,Red,Monarch,MON206,Unlimited,,,3,,,,
lunartide-plunderer-yellow,Lunartide Plunderer,Yellow,Monarch,MON207,Unlimited,,,2,,,,
lunartide-plunderer-blue,Lunartide Plunderer,Blue,Monarch,MON208,Unlimited,,,5,,,,
void-wraith-red,Void Wraith,Red,Monarch,MON209,Unlimited,,,4,,,,
void-wraith-red,Void Wraith,Red,Monarch,MON209,Unlimited,Rainbow,,1,,,,
void-wraith-yellow,Void Wraith,Yellow,Monarch,MON210,Unlimited,,,3,,,,
void-wraith-blue,Void Wraith,Blue,Monarch,MON211,Unlimited,,,4,,,,
spew-shadow-red,Spew Shadow,Red,Monarch,MON212,Unlimited,,,5,,,,
spew-shadow-yellow,Spew Shadow,Yellow,Monarch,MON213,Unlimited,,,4,,,,
spew-shadow-yellow,Spew Shadow,Yellow,Monarch,MON213,Unlimited,Rainbow,,1,,,,
spew-shadow-blue,Spew Shadow,Blue,Monarch,MON214,Unlimited,,,4,,,,
blood-tribute-red,Blood Tribute,Red,Monarch,MON215,Unlimited,,,3,,,,
blood-tribute-yellow,Blood Tribute,Yellow,Monarch,MON216,Unlimited,,,2,,,,
blood-tribute-blue,Blood Tribute,Blue,Monarch,MON217,Unlimited,,,4,,,,
eclipse-existence-blue,Eclipse Existence,Blue,Monarch,MON218,Unlimited,,,3,,,,
eclipse-existence-blue,Eclipse Existence,Blue,Monarch,MON218,Unlimited,Rainbow,,1,,,,
blasmophet-the-soul-harvester,"Blasmophet, the Soul Harvester",,Monarch,MON219,Unlimited,,,1,,,,
ursur-the-soul-reaper,"Ursur, the Soul Reaper",,Monarch,MON220,Unlimited,,,1,,,,
ravenous-meataxe,Ravenous Meataxe,,Monarch,MON221,Unlimited,,,1,,,,
tear-limb-from-limb-blue,Tear Limb From Limb,Blue,Monarch,MON222,Unlimited,Rainbow,,1,,,,
pulping-red,Pulping,Red,Monarch,MON223,Unlimited,,,1,,,,
smash-with-big-tree-red,Smash With Big Tree,Red,Monarch,MON226,Unlimited,,,5,,,,
smash-with-big-tree-yellow,Smash With Big Tree,Yellow,Monarch,MON227,Unlimited,,,4,,,,
smash-with-big-tree-blue,Smash With Big Tree,Blue,Monarch,MON228,Unlimited,,,4,,,,
aether-ironweave,Aether Ironweave,,Monarch,MON230,Unlimited,,,4,,,,
sonata-arcanix-red,Sonata Arcanix,Red,Monarch,MON231,Unlimited,,,1,,,,
vexing-malice-yellow,Vexing Malice,Yellow,Monarch,MON233,Unlimited,,,1,,,,
vexing-malice-blue,Vexing Malice,Blue,Monarch,MON234,Unlimited,,,1,,,,
arcanic-crackle-red,Arcanic Crackle,Red,Monarch,MON235,Unlimited,,,4,,,,
arcanic-crackle-yellow,Arcanic Crackle,Yellow,Monarch,MON236,Unlimited,,,4,,,,
arcanic-crackle-blue,Arcanic Crackle,Blue,Monarch,MON237,Unlimited,,,7,,,,
blood-drop-brocade,Blood Drop Brocade,,Monarch,MON238,Unlimited,,,4,,,,
stubby-hammerers,Stubby Hammerers,,Monarch,MON239,Unlimited,,,5,,,,
time-skippers,Time Skippers,,Monarch,MON240,Unlimited,,,3,,,,
time-skippers,Time Skippers,,Monarch,MON240,Unlimited,Rainbow,,1,,,,
ironhide-helm,Ironhide Helm,,Monarch,MON241,Unlimited,,,3,,,,
ironhide-plate,Ironhide Plate,,Monarch,MON242,Unlimited,,,2,,,,
ironhide-plate,Ironhide Plate,,Monarch,MON242,Unlimited,Rainbow,,1,,,,
ironhide-gauntlet,Ironhide Gauntlet,,Monarch,MON243,Unlimited,,,4,,,,
ironhide-legs,Ironhide Legs,,Monarch,MON244,Unlimited,,,2,,,,
nourishing-emptiness-red,Nourishing Emptiness,Red,Monarch,MON246,Unlimited,Rainbow,,2,,,,
seek-horizon-red,Seek Horizon,Red,Monarch,MON251,Unlimited,,,3,,,,
seek-horizon-red,Seek Horizon,Red,Monarch,MON251,Unlimited,Rainbow,,1,,,,
seek-horizon-yellow,Seek Horizon,Yellow,Monarch,MON252,Unlimited,,,1,,,,
seek-horizon-blue,Seek Horizon,Blue,Monarch,MON253,Unlimited,,,1,,,,
tremor-of-arathael-red,Tremor of íArathael,Red,Monarch,MON254,Unlimited,,,3,,,,
tremor-of-arathael-yellow,Tremor of íArathael,Yellow,Monarch,MON255,Unlimited,,,1,,,,
tremor-of-arathael-blue,Tremor of íArathael,Blue,Monarch,MON256,Unlimited,,,3,,,,
rise-above-yellow,Rise Above,Yellow,Monarch,MON258,Unlimited,,,1,,,,
rise-above-blue,Rise Above,Blue,Monarch,MON259,Unlimited,,,2,,,,
captains-call-red,Captain's Call,Red,Monarch,MON260,Unlimited,,,1,,,,
captains-call-yellow,Captain's Call,Yellow,Monarch,MON261,Unlimited,,,2,,,,
captains-call-blue,Captain's Call,Blue,Monarch,MON262,Unlimited,,,1,,,,
adrenaline-rush-red,Adrenaline Rush,Red,Monarch,MON263,Unlimited,,,2,,,,
adrenaline-rush-yellow,Adrenaline Rush,Yellow,Monarch,MON264,Unlimited,,,2,,,,
adrenaline-rush-blue,Adrenaline Rush,Blue,Monarch,MON265,Unlimited,,,4,,,,
belittle-red,Belittle,Red,Monarch,MON266,Unlimited,,,2,,,,
belittle-yellow,Belittle,Yellow,Monarch,MON267,Unlimited,,,1,,,,
belittle-blue,Belittle,Blue,Monarch,MON268,Unlimited,,,2,,,,
brandish-red,Brandish,Red,Monarch,MON269,Unlimited,,,4,,,,
brandish-red,Brandish,Red,Monarch,MON269,Unlimited,Rainbow,,1,,,,
brandish-yellow,Brandish,Yellow,Monarch,MON270,Unlimited,,,3,,,,
brandish-blue,Brandish,Blue,Monarch,MON271,Unlimited,,,5,,,,
frontline-scout-red,Frontline Scout,Red,Monarch,MON272,Unlimited,,,4,,,,
frontline-scout-yellow,Frontline Scout,Yellow,Monarch,MON273,Unlimited,,,3,,,,
frontline-scout-blue,Frontline Scout,Blue,Monarch,MON274,Unlimited,,,3,,,,
overload-red,Overload,Red,Monarch,MON275,Unlimited,,,4,,,,
overload-yellow,Overload,Yellow,Monarch,MON276,Unlimited,,,3,,,,
overload-blue,Overload,Blue,Monarch,MON277,Unlimited,,,2,,,,
pound-for-pound-red,Pound for Pound,Red,Monarch,MON278,Unlimited,,,2,,,,
pound-for-pound-yellow,Pound for Pound,Yellow,Monarch,MON279,Unlimited,,,3,,,,
pound-for-pound-yellow,Pound for Pound,Yellow,Monarch,MON279,Unlimited,Rainbow,,1,,,,
pound-for-pound-blue,Pound for Pound,Blue,Monarch,MON280,Unlimited,,,3,,,,
rally-the-rearguard-red,Rally the Rearguard,Red,Monarch,MON281,Unlimited,,,4,,,,
rally-the-rearguard-yellow,Rally the Rearguard,Yellow,Monarch,MON282,Unlimited,,,2,,,,
rally-the-rearguard-blue,Rally the Rearguard,Blue,Monarch,MON283,Unlimited,,,3,,,,
rally-the-rearguard-blue,Rally the Rearguard,Blue,Monarch,MON283,Unlimited,Rainbow,,1,,,,
stony-woottonhog-red,Stony Woottonhog,Red,Monarch,MON284,Unlimited,,,2,,,,
stony-woottonhog-yellow,Stony Woottonhog,Yellow,Monarch,MON285,Unlimited,,,3,,,,
stony-woottonhog-yellow,Stony Woottonhog,Yellow,Monarch,MON285,Unlimited,Rainbow,,1,,,,
stony-woottonhog-blue,Stony Woottonhog,Blue,Monarch,MON286,Unlimited,,,3,,,,
surging-militia-red,Surging Militia,Red,Monarch,MON287,Unlimited,,,3,,,,
surging-militia-yellow,Surging Militia,Yellow,Monarch,MON288,Unlimited,,,2,,,,
surging-militia-blue,Surging Militia,Blue,Monarch,MON289,Unlimited,,,3,,,,
yinti-yanti-red,Yinti Yanti,Red,Monarch,MON290,Unlimited,,,3,,,,
yinti-yanti-red,Yinti Yanti,Red,Monarch,MON290,Unlimited,Rainbow,,1,,,,
yinti-yanti-yellow,Yinti Yanti,Yellow,Monarch,MON291,Unlimited,,,3,,,,
yinti-yanti-blue,Yinti Yanti,Blue,Monarch,MON292,Unlimited,,,4,,,,
yinti-yanti-blue,Yinti Yanti,Blue,Monarch,MON292,Unlimited,Rainbow,,1,,,,
zealous-belting-red,Zealous Belting,Red,Monarch,MON293,Unlimited,,,1,,,,
zealous-belting-yellow,Zealous Belting,Yellow,Monarch,MON294,Unlimited,,,4,,,,
zealous-belting-blue,Zealous Belting,Blue,Monarch,MON295,Unlimited,,,4,,,,
minnowism-red,Minnowism,Red,Monarch,MON296,Unlimited,,,3,,,,
minnowism-yellow,Minnowism,Yellow,Monarch,MON297,Unlimited,,,3,,,,
minnowism-yellow,Minnowism,Yellow,Monarch,MON297,Unlimited,Rainbow,,1,,,,
minnowism-blue,Minnowism,Blue,Monarch,MON298,Unlimited,,,5,,,,
warmongers-recital-red,Warmonger's Recital,Red,Monarch,MON299,Unlimited,,,2,,,,
warmongers-recital-yellow,Warmonger's Recital,Yellow,Monarch,MON300,Unlimited,,,2,,,,
warmongers-recital-blue,Warmonger's Recital,Blue,Monarch,MON301,Unlimited,,,3,,,,
talisman-of-dousing-yellow,Talisman of Dousing,Yellow,Monarch,MON302,Unlimited,,,4,,,,
memorial-ground-red,Memorial Ground,Red,Monarch,MON303,Unlimited,,,7,,,,
memorial-ground-red,Memorial Ground,Red,Monarch,MON303,Unlimited,Rainbow,,2,,,,
memorial-ground-yellow,Memorial Ground,Yellow,Monarch,MON304,Unlimited,,,3,,,,
memorial-ground-blue,Memorial Ground,Blue,Monarch,MON305,Unlimited,,,3,,,,
memorial-ground-blue,Memorial Ground,Blue,Monarch,MON305,Unlimited,Rainbow,,1,,,,
cracked-bauble-yellow,Cracked Bauble,Yellow,Monarch,MON306,Unlimited,,,6,,,,
oldhim-grandfather-of-eternity,"Oldhim, Grandfather of Eternity",,Tales of Aria,ELE001,Unlimited,,,1,,,,
oldhim,Oldhim,,Tales of Aria,ELE002,Unlimited,,,1,,,,
endless-winter-red,Endless Winter,Red,Tales of Aria,ELE004,Unlimited,Rainbow,,1,,,,
oaken-old-red,Oaken Old,Red,Tales of Aria,ELE005,Unlimited,,,1,,,,
awakening-blue,Awakening,Blue,Tales of Aria,ELE006,Unlimited,,,1,,,,
biting-gale-red,Biting Gale,Red,Tales of Aria,ELE007,Unlimited,,,1,,,,
biting-gale-yellow,Biting Gale,Yellow,Tales of Aria,ELE008,Unlimited,,,1,,,,
biting-gale-blue,Biting Gale,Blue,Tales of Aria,ELE009,Unlimited,,,4,,,,
biting-gale-blue,Biting Gale,Blue,Tales of Aria,ELE009,Unlimited,Rainbow,,1,,,,
turn-timber-red,Turn Timber,Red,Tales of Aria,ELE010,Unlimited,,,1,,,,
turn-timber-yellow,Turn Timber,Yellow,Tales of Aria,ELE011,Unlimited,,,2,,,,
turn-timber-blue,Turn Timber,Blue,Tales of Aria,ELE012,Unlimited,,,4,,,,
entangle-red,Entangle,Red,Tales of Aria,ELE013,Unlimited,,,7,,,,
entangle-yellow,Entangle,Yellow,Tales of Aria,ELE014,Unlimited,,,7,,,,
entangle-yellow,Entangle,Yellow,Tales of Aria,ELE014,Unlimited,Rainbow,,1,,,,
entangle-blue,Entangle,Blue,Tales of Aria,ELE015,Unlimited,,,8,,,,
entangle-blue,Entangle,Blue,Tales of Aria,ELE015,Unlimited,Rainbow,,1,,,,
